state,latitude,longitude,yield_1981,yield_1982,yield_1983,yield_1984,yield_1985,yield_1986,yield_1987,yield_1988,yield_1989,yield_1990,yield_1991,yield_1992,yield_1993,yield_1994,yield_1995,yield_1996,yield_1997,yield_1998,yield_1999,yield_2000,yield_2001,yield_2002,yield_2003,yield_2004,yield_2005,yield_2006,yield_2007,yield_2008,yield_2009,yield_2010,yield_2011,yield_2012,yield_2013,yield_2014,average_temp_1981,average_temp_1982,average_temp_1983,average_temp_1984,average_temp_1985,average_temp_1986,average_temp_1987,average_temp_1988,average_temp_1989,average_temp_1990,average_temp_1991,average_temp_1992,average_temp_1993,average_temp_1994,average_temp_1995,average_temp_1996,average_temp_1997,average_temp_1998,average_temp_1999,average_temp_2000,average_temp_2001,average_temp_2002,average_temp_2003,average_temp_2004,average_temp_2005,average_temp_2006,average_temp_2007,average_temp_2008,average_temp_2009,average_temp_2010,average_temp_2011,average_temp_2012,average_temp_2013,average_temp_2014
Alabama,32.67307692307692,-86.74230769230769,0.0,4.927826746153846,5.179336232307692,5.5542558507692315,5.104999346153846,4.92555870923077,4.830319684615385,5.0070869323076925,5.807230015384616,6.145713783076923,4.527620453846154,5.876775792307692,5.003848343076923,4.835505921538462,5.714901927692307,6.414222153846154,5.9937330123076915,6.46335217076923,6.509153201538462,6.444840216923078,5.559483432307693,5.707573575384615,6.24308566923077,6.372370021538461,6.146704801538461,6.377742653846154,6.2111313892307685,6.99736019076923,6.23366874,6.332330276923077,5.787455086153846,5.6152622615384615,5.652812036923076,5.500616106153846,17.009102564102562,17.7024358974359,16.457307692307694,17.362564102564104,17.40012820512821,18.069871794871798,17.3974358974359,16.924871794871795,17.01102564102564,18.522948717948715,17.921923076923076,16.891153846153845,16.98935897435897,17.385384615384616,17.36551282051282,16.868717948717947,17.016666666666666,18.480256410256406,17.93076923076923,17.636666666666667,17.386923076923075,17.667820512820512,17.205769230769235,17.47,17.542564102564103,18.00384615384616,18.094358974358975,17.2375641025641,17.26282051282051,17.0874358974359,17.745384615384616,18.352051282051285,17.09012820512821,16.768205128205132
Arizona,34.25,-112.0,0.0,0.18071908772727274,0.23124207962121213,0.22455133734848484,0.19637863696969698,0.20383048265151515,0.19649839446969697,0.1908415575,0.20252627151515154,0.21172694272727272,0.19828247734848486,0.23302375098484845,0.2385739365151515,0.2168993084848485,0.23340961613636366,0.2274048293939394,0.20590089810606063,0.2884373295454546,0.1637312356060606,0.2150991637878788,0.27072339249999994,0.21359748946969698,0.2670613914393939,0.23659842727272726,0.2814119090151515,0.2047468131060606,0.2057035765909091,0.32085973909090904,0.3155186137878788,0.3864273102272727,0.18409119181818182,0.1889653677272727,0.2450152445454546,0.23405253545454544,17.09659090909091,15.632765151515148,15.93453282828283,16.042171717171716,16.09532828282828,16.622727272727275,16.004166666666666,16.425189393939394,16.987121212121206,16.14703282828283,15.912058080808078,16.11628787878788,16.230303030303027,16.60486111111111,16.842613636363637,17.314141414141414,16.572411616161617,15.804924242424242,16.626830808080808,17.120138888888892,16.87563131313131,16.854545454545455,17.2530303030303,16.4635101010101,16.827398989898988,16.78080808080808,17.017739898989895,16.521212121212123,16.771401515151513,16.30296717171717,16.211553030303033,17.208901515151517,16.291729797979798,17.364078282828288
Arkansas,34.75,-92.0,0.0,4.070170007142857,4.448187525714285,4.362937949999999,4.6180381171428575,4.030752832857143,4.0364656114285715,4.435625415714286,4.2107038828571435,4.713884365714286,3.910401618571428,4.712568915714286,3.995584667142857,3.938487992857143,4.445432365714287,5.061176407142858,4.6929814471428575,5.2326163800000005,5.122353725714286,4.967134565714286,4.832995914285714,4.353458098571427,4.859318684285715,4.99181993,4.930897731428571,5.028015885714286,4.689443455714286,5.5177166685714285,5.081110361428571,5.141405428571429,4.449908861428572,4.614136044285713,4.620094738571428,4.2141122000000015,16.10940476190476,16.015833333333333,15.395357142857145,16.03892857142857,15.90285714285714,16.813928571428573,16.528928571428573,15.832380952380952,15.354642857142858,16.94928571428571,16.5777380952381,15.743333333333332,15.439285714285711,16.057380952380953,16.08607142857143,15.610357142857149,15.604761904761904,17.487023809523805,16.913571428571426,16.230833333333333,16.33047619047619,15.990952380952375,15.793214285714283,16.231190476190477,16.718928571428563,16.765476190476193,16.740357142857142,15.621309523809526,15.687142857142856,16.32928571428572,16.655714285714286,17.597857142857144,15.482619047619048,14.93988095238095
California,38.19839857651245,-118.4991103202847,0.0,1.1470648799288257,1.2412741969395018,1.3058318084341636,1.2462220790782919,1.2014898702846977,1.174130957366548,1.129451668313167,1.2240367238434164,1.2684550335943061,1.0638022878291815,1.343696162811388,1.195736787366548,1.1851953574021352,1.1097803263345194,1.3982472634519572,1.3064700208896796,1.21806886683274,1.1194868838078291,1.2726517829537365,1.2759727718505338,1.2261349463345197,1.4506016478291814,1.4176803829537368,1.342510161939502,1.2316971023594308,1.2347630293594307,1.4112971538078292,1.4999905097153023,1.4502547412811386,1.0970641440925268,1.0755789386120995,1.2214347395729537,1.139598463594306,12.867734282325028,11.031316725978648,11.769750889679717,11.804211150652431,11.429151838671414,12.582710557532621,12.160735468564651,12.311239620403322,11.914205219454331,11.81379003558719,11.86032028469751,12.586832740213524,11.412010676156582,12.011981020166074,12.343653618030842,12.699051008303677,12.274436536180307,11.170225385527875,11.865421115065244,12.329389086595492,12.448042704626335,12.201334519572953,12.70732502965599,12.228321470937127,12.099139976275207,12.148576512455517,12.37144128113879,12.099199288256228,12.066043890865956,11.616459074733095,11.407799525504151,12.736061684460262,12.213167259786477,13.479478054567023
Colorado,39.0,-105.5,0.0,1.478926110357143,1.7235343320535714,1.7199416240178569,1.713815677857143,1.5704029593750002,1.7693137895535713,1.4943160722321427,1.6543153141964286,1.7356031880357143,1.5148789856249998,1.8989594023214285,1.7738411764285715,1.8861658565178572,1.5462297703571426,1.8797985711607141,1.7822724032142858,1.9555007814285719,1.8688472044642856,1.8537519299107144,1.968977162767857,1.4688417199107142,2.0664103863392858,1.9271133419642859,1.7771087178571428,1.7857934670535716,1.8351169805357144,1.8835980107142858,2.415099565178571,2.0144240886607143,1.57944138,1.5857607019642859,1.7065969495535716,1.7057113874107144,8.513541666666667,6.831994047619048,6.955803571428571,6.512574404761905,6.727380952380953,7.879017857142857,7.304017857142858,7.192931547619048,7.233928571428573,7.336904761904762,7.034300595238095,7.1031249999999995,6.318303571428572,7.794940476190476,7.338020833333333,7.412946428571429,6.847693452380952,7.621800595238095,7.851488095238096,8.043154761904761,7.963095238095238,7.572619047619049,8.11547619047619,7.452232142857143,7.987723214285714,7.836979166666667,7.620238095238095,6.9584077380952385,7.080208333333333,7.576041666666667,7.156101190476191,8.771949404761905,7.02797619047619,7.561160714285714
Connecticut,41.625,-72.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.595833333333333,9.31875,10.154166666666669,9.827083333333333,9.68125,9.622916666666665,9.777083333333334,9.55,9.285416666666666,10.922916666666666,10.920833333333333,9.03125,9.489583333333334,9.45625,9.470833333333333,9.3125,9.506250000000001,11.070833333333333,10.704166666666666,9.458333333333332,10.445833333333333,10.533333333333333,9.21875,9.595833333333333,9.914583333333335,10.833333333333334,10.006250000000001,10.072916666666666,9.529166666666667,10.968750000000002,10.629166666666666,11.470833333333331,10.0,9.345833333333333
Delaware,39.25,-75.55,0.0,1.61213476,1.8633574000000004,1.5258167,1.8359041,1.7336294600000002,1.63774256,1.5730874,1.9600387599999998,1.9911299,1.9189720000000001,1.93982708,1.8043748999999998,1.64539178,1.7204235,2.22134048,1.9905317400000004,2.15526572,2.21437578,2.05049426,2.0949011200000003,2.0859417999999996,1.7424588200000002,2.2089009,1.952902,2.1190334999999996,1.9740034999999998,2.35599918,2.2989342600000002,2.24409994,2.3302386,2.34502488,2.37976428,2.2386484199999996,12.421666666666667,12.636666666666667,13.086666666666668,12.908333333333331,13.265,13.199999999999998,13.118333333333334,12.613333333333333,12.581666666666667,14.209999999999999,14.096666666666668,12.434999999999999,12.926666666666666,12.985000000000003,13.12,12.396666666666667,12.938333333333336,14.183333333333334,13.591666666666665,12.583333333333332,13.281666666666666,13.875,12.330000000000002,12.953333333333333,12.99666666666667,13.88,13.216666666666669,13.233333333333334,12.753333333333334,13.436666666666667,13.796666666666667,14.273333333333335,12.873333333333335,12.31
Florida,28.580188679245282,-82.02358490566037,0.0,0.4188912773584906,0.4262729226415094,0.4417536283018868,0.3937603660377359,0.3906413132075472,0.3875624867924528,0.3723571094339623,0.47525682641509437,0.5428965339622641,0.3849802320754717,0.46104923773584905,0.4071061018867924,0.4034076056603773,0.46342160377358493,0.5797200396226415,0.5003337471698113,0.5265943,0.44302674716981133,0.5207603075471698,0.4739727132075472,0.4846630433962264,0.5344453490566038,0.5478520056603774,0.5015796377358489,0.5368439811320754,0.48084169811320754,0.5714394056603774,0.5345734075471698,0.5260067169811321,0.552569137735849,0.5469264849056604,0.5431282037735848,0.5351487584905661,21.100314465408808,22.342138364779878,21.101886792452827,21.43867924528302,21.88443396226415,22.258018867924527,21.447169811320755,21.223899371069177,21.925157232704397,22.783018867924525,22.399213836477983,21.463679245283025,21.53584905660377,22.219968553459115,21.746226415094345,21.25707547169811,21.96336477987421,22.621069182389935,21.9059748427673,21.4627358490566,21.72327044025157,22.00676100628931,21.741509433962264,21.66745283018868,21.676572327044024,21.94009433962264,22.161792452830184,21.654402515723273,21.854245283018866,20.747012578616353,22.11918238993711,22.156446540880506,22.01572327044025,21.577358490566034
Georgia,33.04838709677419,-83.05645161290323,0.0,5.043164298387097,5.297792077419356,5.850483032258065,4.969836369354839,5.079837945161291,5.078442114516128,5.148580206451612,5.918564314516129,6.66479805967742,4.921714770967744,5.693987159677419,5.07626924032258,5.478058758064516,5.771558403225807,6.8325339080645175,6.353216843548386,6.46200800483871,5.954647262903225,6.483655146774193,5.572920311290322,5.907284230645161,6.543915758064516,6.456404032258065,6.199638846774191,6.559257301612904,6.180242280645161,7.13205345483871,6.541007211290323,6.398320362903226,6.58658172096774,6.3897802758064515,6.4657990451612894,6.356642714516131,16.85,17.68844086021505,16.66706989247312,17.419354838709673,17.686155913978492,18.351747311827957,17.351478494623652,16.83266129032258,17.263575268817206,18.649327956989247,17.995967741935488,16.986021505376343,17.3236559139785,17.403629032258063,17.318279569892475,16.8375,17.047446236559143,18.381720430107528,17.677822580645163,17.03534946236559,17.34704301075269,17.60134408602151,17.04744623655914,17.449865591397852,17.387634408602153,17.79059139784946,17.94596774193549,17.243817204301077,17.15981182795699,17.00403225806452,17.974865591397844,18.336424731182795,17.160618279569892,17.051209677419354
Idaho,45.5,-114.0,0.14446324166666666,3.3558187824404757,3.7004245270833334,3.6667368373214284,3.411941967321429,3.5052783049404765,3.5487946686904763,3.222322428154762,3.4904710092857143,3.704721809583333,3.241246139047619,3.740705636785714,3.526380031904762,3.4588978235119043,3.3380651177976186,4.03084873220238,3.573526718214286,3.8767553864285715,4.0858460277380955,3.6696408897619044,3.6759138872619044,3.512262282797619,4.026012419464286,4.1405740261309525,3.9365150307738097,4.070635468035714,3.70659415547619,4.263509721011905,4.41842679202381,4.061371993809523,3.446753353333333,3.275234282797619,3.700910225,3.5792307637499996,6.118551587301588,4.162103174603175,5.198065476190477,4.390525793650793,3.531746031746031,5.800396825396825,6.091121031746032,5.909771825396826,4.819196428571429,5.295486111111111,5.27281746031746,6.0247519841269845,3.836011904761905,5.714682539682539,5.157986111111111,4.59280753968254,5.028918650793651,5.814087301587302,5.504662698412699,5.399305555555555,5.742906746031746,4.895486111111111,6.199553571428572,5.734821428571429,5.411111111111111,5.857043650793651,6.1,4.835069444444445,4.919295634920634,5.196676587301587,4.768799603174603,6.22063492063492,5.522371031746032,5.831994047619048
