state,latitude,longitude,yield_1981,yield_1982,yield_1983,yield_1984,yield_1985,yield_1986,yield_1987,yield_1988,yield_1989,yield_1990,yield_1991,yield_1992,yield_1993,yield_1994,yield_1995,yield_1996,yield_1997,yield_1998,yield_1999,yield_2000,yield_2001,yield_2002,yield_2003,yield_2004,yield_2005,yield_2006,yield_2007,yield_2008,yield_2009,yield_2010,yield_2011,yield_2012,yield_2013,yield_2014,average_temp_1981,average_temp_1982,average_temp_1983,average_temp_1984,average_temp_1985,average_temp_1986,average_temp_1987,average_temp_1988,average_temp_1989,average_temp_1990,average_temp_1991,average_temp_1992,average_temp_1993,average_temp_1994,average_temp_1995,average_temp_1996,average_temp_1997,average_temp_1998,average_temp_1999,average_temp_2000,average_temp_2001,average_temp_2002,average_temp_2003,average_temp_2004,average_temp_2005,average_temp_2006,average_temp_2007,average_temp_2008,average_temp_2009,average_temp_2010,average_temp_2011,average_temp_2012,average_temp_2013,average_temp_2014
Alabama,32.67307692307692,-86.74230769230769,0.1777946,10.499452899999998,7.929676169230769,10.765079504615386,11.02594970153846,10.719376323076924,10.761179247692306,8.250594595384616,11.289249446153846,12.141955453846153,9.169657996923075,11.696786492307693,9.877979747692308,11.30983183846154,11.559271915384615,12.403545046153848,11.620298184615384,12.879713415384614,12.229743123076924,13.473433438461539,12.086701084615385,12.591557184615382,13.166880292307692,14.396486761538462,13.389340307692308,14.039618284615385,13.658944946153847,14.034579284615385,13.907006461538462,13.757703884615387,13.022321076923077,11.6048814,13.025062307692307,14.126310753846154,17.009102564102562,17.7024358974359,16.457307692307694,17.362564102564104,17.40012820512821,18.069871794871798,17.3974358974359,16.924871794871795,17.01102564102564,18.522948717948715,17.921923076923076,16.891153846153845,16.98935897435897,17.385384615384616,17.36551282051282,16.868717948717947,17.016666666666666,18.480256410256406,17.93076923076923,17.636666666666667,17.386923076923075,17.667820512820512,17.205769230769235,17.47,17.542564102564103,18.00384615384616,18.094358974358975,17.2375641025641,17.26282051282051,17.0874358974359,17.745384615384616,18.352051282051285,17.09012820512821,16.768205128205132
Arizona,34.25,-112.0,0.1033606456818182,0.37112859258333325,0.2566011547803031,0.34382442825757575,0.3801518305606061,0.34621685063636365,0.3899729458787879,0.3281144065227273,0.39362625911363636,0.4349426195378788,0.39875546893939395,0.44633848744696974,0.39488880909090907,0.4753993508030303,0.40041996863636364,0.4101590364090909,0.3696977696515152,0.4671697170984848,0.3569852659090909,0.4146563409621211,0.4352928201515151,0.3942159325,0.4042757640909091,0.5030132239242424,0.479233078030303,0.47018232727272724,0.4327804800757576,0.5076269545454546,0.4904758113636363,0.6864796422727273,0.3101144727500001,0.23339190221212122,0.3956280923484849,0.47076507303030296,17.09659090909091,15.632765151515148,15.93453282828283,16.042171717171716,16.09532828282828,16.622727272727275,16.004166666666666,16.425189393939394,16.987121212121206,16.14703282828283,15.912058080808078,16.11628787878788,16.230303030303027,16.60486111111111,16.842613636363637,17.314141414141414,16.572411616161617,15.804924242424242,16.626830808080808,17.120138888888892,16.87563131313131,16.854545454545455,17.2530303030303,16.4635101010101,16.827398989898988,16.78080808080808,17.017739898989895,16.521212121212123,16.771401515151513,16.30296717171717,16.211553030303033,17.208901515151517,16.291729797979798,17.364078282828288
Arkansas,34.75,-92.0,0.7937946028571429,8.273804570000003,5.946940145714286,7.847773434285716,8.72993245857143,8.21130578,8.344837084285714,6.504841564285715,7.968035907142858,8.798093077142857,7.581257744285714,9.14598076142857,7.339370229999999,9.268923240000001,8.551809164285714,9.20813537142857,8.999777671428573,9.672021730000003,9.40309106857143,9.865461198571428,9.755326684285713,9.114980857142857,9.929189377142857,11.213001485714287,10.643648155714287,10.753983664285714,9.760901852857144,10.50092052,11.026105592857144,10.183293315714282,8.048008884285716,7.332979684285715,8.868485385714285,8.976703507142856,16.10940476190476,16.015833333333333,15.395357142857145,16.03892857142857,15.90285714285714,16.813928571428573,16.528928571428573,15.832380952380952,15.354642857142858,16.94928571428571,16.5777380952381,15.743333333333332,15.439285714285711,16.057380952380953,16.08607142857143,15.610357142857149,15.604761904761904,17.487023809523805,16.913571428571426,16.230833333333333,16.33047619047619,15.990952380952375,15.793214285714283,16.231190476190477,16.718928571428563,16.765476190476193,16.740357142857142,15.621309523809526,15.687142857142856,16.32928571428572,16.655714285714286,17.597857142857144,15.482619047619048,14.93988095238095
California,38.19839857651245,-118.4991103202847,0.5608663644128113,0.8285066306405694,0.6105108842562278,0.7556413762064057,0.8205045358718862,0.8335031126868327,0.7867449956583631,0.6400959930035588,0.8564366306405694,0.8440101628327402,0.8089049608825624,0.8647833636156583,0.795377149658363,0.9934447755516015,0.8769325838790035,0.9132463863345197,0.9016121061352312,1.0230990431316727,0.8502416219572952,1.0459806324733096,0.9564614842562277,0.8934468620284697,1.0516037546476866,1.0522334382562277,1.0245475325978648,1.0689190470249113,1.008918777024911,1.0197442035017794,1.0762972163345197,1.1167239851459076,0.9248353724199289,0.7867454461209964,0.9966441016014236,1.0077819604982206,12.867734282325028,11.031316725978648,11.769750889679717,11.804211150652431,11.429151838671414,12.582710557532621,12.160735468564651,12.311239620403322,11.914205219454331,11.81379003558719,11.86032028469751,12.586832740213524,11.412010676156582,12.011981020166074,12.343653618030842,12.699051008303677,12.274436536180307,11.170225385527875,11.865421115065244,12.329389086595492,12.448042704626335,12.201334519572953,12.70732502965599,12.228321470937127,12.099139976275207,12.148576512455517,12.37144128113879,12.099199288256228,12.066043890865956,11.616459074733095,11.407799525504151,12.736061684460262,12.213167259786477,13.479478054567023
Colorado,39.0,-105.5,0.22685696196428576,1.3445147528571428,1.122415126875,1.3381636621428572,1.4944839863392858,1.3842359873214285,1.6032645839285717,1.126809363392857,1.476169485267857,1.5980974280357143,1.4502446699107143,1.6597043864285712,1.4586717496428572,1.825032928839286,1.5704791842857142,1.5707993390178572,1.6056035207142858,1.8986202615178571,1.700357100625,1.6188272025892856,1.8418157420535715,1.2186188091964285,1.8298603898214287,1.968541264375,1.7883161703571429,1.6543920846428573,1.9812727894642859,1.8429663089285715,2.4393241641071426,2.300599649732143,1.5929484832142857,1.2011323938392857,1.8402330678571428,2.1947965,8.513541666666667,6.831994047619048,6.955803571428571,6.512574404761905,6.727380952380953,7.879017857142857,7.304017857142858,7.192931547619048,7.233928571428573,7.336904761904762,7.034300595238095,7.1031249999999995,6.318303571428572,7.794940476190476,7.338020833333333,7.412946428571429,6.847693452380952,7.621800595238095,7.851488095238096,8.043154761904761,7.963095238095238,7.572619047619049,8.11547619047619,7.452232142857143,7.987723214285714,7.836979166666667,7.620238095238095,6.9584077380952385,7.080208333333333,7.576041666666667,7.156101190476191,8.771949404761905,7.02797619047619,7.561160714285714
Connecticut,41.625,-72.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.595833333333333,9.31875,10.154166666666669,9.827083333333333,9.68125,9.622916666666665,9.777083333333334,9.55,9.285416666666666,10.922916666666666,10.920833333333333,9.03125,9.489583333333334,9.45625,9.470833333333333,9.3125,9.506250000000001,11.070833333333333,10.704166666666666,9.458333333333332,10.445833333333333,10.533333333333333,9.21875,9.595833333333333,9.914583333333335,10.833333333333334,10.006250000000001,10.072916666666666,9.529166666666667,10.968750000000002,10.629166666666666,11.470833333333331,10.0,9.345833333333333
Delaware,39.25,-75.55,3.2130145999999997,3.0575316,2.25133248,2.7554036,3.2593722,3.2361964799999994,2.8432559999999993,2.3433140000000003,3.39724806,3.2853629999999994,3.17377234,3.5148674,2.70893278,3.4156263999999994,2.9972594800000003,3.6966037,3.5678886000000007,3.5173853,3.4561729999999997,3.7971122,4.1761284000000005,3.4282588000000005,3.5074202,4.5703385999999995,4.0128299,4.017034600000001,3.9074953999999997,4.148429,4.36087,4.1201267999999995,4.0141754,3.5795584,4.4329354,4.940259,12.421666666666667,12.636666666666667,13.086666666666668,12.908333333333331,13.265,13.199999999999998,13.118333333333334,12.613333333333333,12.581666666666667,14.209999999999999,14.096666666666668,12.434999999999999,12.926666666666666,12.985000000000003,13.12,12.396666666666667,12.938333333333336,14.183333333333334,13.591666666666665,12.583333333333332,13.281666666666666,13.875,12.330000000000002,12.953333333333333,12.99666666666667,13.88,13.216666666666669,13.233333333333334,12.753333333333334,13.436666666666667,13.796666666666667,14.273333333333335,12.873333333333335,12.31
Florida,28.580188679245282,-82.02358490566037,0.0,3.1435723301886798,2.5651394207547167,3.318588496226415,3.336247456603773,3.4614700358490564,3.433104975471698,2.707503398113208,3.6918585698113207,3.8844869962264146,3.1194899377358487,3.8996530698113205,3.162483120754717,3.152217098113208,3.6942291188679253,3.9042818094339617,3.7714238867924528,4.1284485698113205,3.5690443018867923,4.317290154716981,3.8012048018867928,3.7605274547169807,4.168015750943396,4.628595016981132,4.281425758490567,4.572191409433962,4.221987128301886,4.195778667924529,4.599227441509434,4.438791154716982,3.5742970169811326,3.1548533754716983,3.435816301886793,3.8678500433962264,21.100314465408808,22.342138364779878,21.101886792452827,21.43867924528302,21.88443396226415,22.258018867924527,21.447169811320755,21.223899371069177,21.925157232704397,22.783018867924525,22.399213836477983,21.463679245283025,21.53584905660377,22.219968553459115,21.746226415094345,21.25707547169811,21.96336477987421,22.621069182389935,21.9059748427673,21.4627358490566,21.72327044025157,22.00676100628931,21.741509433962264,21.66745283018868,21.676572327044024,21.94009433962264,22.161792452830184,21.654402515723273,21.854245283018866,20.747012578616353,22.11918238993711,22.156446540880506,22.01572327044025,21.577358490566034
Georgia,33.04838709677419,-83.05645161290323,0.13393425806451614,9.4275763,7.436729977419355,9.655778819354836,9.72052245483871,9.856903493548389,9.962687922580647,7.6255661435483875,10.679633654838709,11.197100459677417,8.768062295161291,10.473650651612903,9.11275541451613,10.946655185483872,10.434730161290322,11.466792298387096,11.190922354838712,12.094742129032257,10.84353532903226,12.602065620967739,11.112085056451614,11.493063693548384,12.47983537903226,13.356309403225806,12.289611951612907,13.205652443548386,12.55673172580645,12.989369725806451,13.140540653225807,12.763827467741937,11.867491185483871,10.453665604838708,11.516322959677417,12.89269216129032,16.85,17.68844086021505,16.66706989247312,17.419354838709673,17.686155913978492,18.351747311827957,17.351478494623652,16.83266129032258,17.263575268817206,18.649327956989247,17.995967741935488,16.986021505376343,17.3236559139785,17.403629032258063,17.318279569892475,16.8375,17.047446236559143,18.381720430107528,17.677822580645163,17.03534946236559,17.34704301075269,17.60134408602151,17.04744623655914,17.449865591397852,17.387634408602153,17.79059139784946,17.94596774193549,17.243817204301077,17.15981182795699,17.00403225806452,17.974865591397844,18.336424731182795,17.160618279569892,17.051209677419354
Idaho,45.5,-114.0,0.17729367011904762,0.6107680455357143,0.4782430058928571,0.5862510251190476,0.5577651986309524,0.5919692933928571,0.5754663239880953,0.45950632345238096,0.6016603802380952,0.5927820311309524,0.5783498008928571,0.5521115942857143,0.6012952740476191,0.6800233555357144,0.5959550739880952,0.6602888314285714,0.6426314509523811,0.7154443251785715,0.5819079335714286,0.7208844604166667,0.6503679679761905,0.6810195229166667,0.7385259205357142,0.7895008692857142,0.7825562346428571,0.8007067523214287,0.7117707169642857,0.7812569617261905,0.9340025841071429,0.8539982630357144,0.6832758696428571,0.5105499564880953,0.7513515845238093,0.8933941023809524,6.118551587301588,4.162103174603175,5.198065476190477,4.390525793650793,3.531746031746031,5.800396825396825,6.091121031746032,5.909771825396826,4.819196428571429,5.295486111111111,5.27281746031746,6.0247519841269845,3.836011904761905,5.714682539682539,5.157986111111111,4.59280753968254,5.028918650793651,5.814087301587302,5.504662698412699,5.399305555555555,5.742906746031746,4.895486111111111,6.199553571428572,5.734821428571429,5.411111111111111,5.857043650793651,6.1,4.835069444444445,4.919295634920634,5.196676587301587,4.768799603174603,6.22063492063492,5.522371031746032,5.831994047619048
