state,latitude,longitude,yield_1981,yield_1982,yield_1983,yield_1984,yield_1985,yield_1986,yield_1987,yield_1988,yield_1989,yield_1990,yield_1991,yield_1992,yield_1993,yield_1994,yield_1995,yield_1996,yield_1997,yield_1998,yield_1999,yield_2000,yield_2001,yield_2002,yield_2003,yield_2004,yield_2005,yield_2006,yield_2007,yield_2008,yield_2009,yield_2010,yield_2011,yield_2012,yield_2013,yield_2014,average_temp_1981,average_temp_1982,average_temp_1983,average_temp_1984,average_temp_1985,average_temp_1986,average_temp_1987,average_temp_1988,average_temp_1989,average_temp_1990,average_temp_1991,average_temp_1992,average_temp_1993,average_temp_1994,average_temp_1995,average_temp_1996,average_temp_1997,average_temp_1998,average_temp_1999,average_temp_2000,average_temp_2001,average_temp_2002,average_temp_2003,average_temp_2004,average_temp_2005,average_temp_2006,average_temp_2007,average_temp_2008,average_temp_2009,average_temp_2010,average_temp_2011,average_temp_2012,average_temp_2013,average_temp_2014
Alabama,32.67307692307692,-86.74230769230769,2.4135490846153846,2.7828877399999996,2.4634932999999997,2.703416463076923,3.0975799584615378,2.9491061676923076,3.1323924892307695,2.4624828646153842,2.985608009230769,3.3937453,3.002592112307692,3.093763261538461,3.0320164430769228,3.2016659015384614,3.4132397184615386,3.5445255815384615,3.472240450769231,3.5594844230769227,3.2909085138461536,3.3462785215384616,3.426736687692307,3.368581626153846,3.1068812046153846,3.663768136923077,3.6822294753846156,3.8596184184615385,3.6801198784615385,3.519194906153846,3.641778353846154,3.849557807692308,3.309465738461538,3.288473927692308,3.2869931430769235,3.571892275384615,17.009102564102562,17.7024358974359,16.457307692307694,17.362564102564104,17.40012820512821,18.069871794871798,17.3974358974359,16.924871794871795,17.01102564102564,18.522948717948715,17.921923076923076,16.891153846153845,16.98935897435897,17.385384615384616,17.36551282051282,16.868717948717947,17.016666666666666,18.480256410256406,17.93076923076923,17.636666666666667,17.386923076923075,17.667820512820512,17.205769230769235,17.47,17.542564102564103,18.00384615384616,18.094358974358975,17.2375641025641,17.26282051282051,17.0874358974359,17.745384615384616,18.352051282051285,17.09012820512821,16.768205128205132
Arizona,34.25,-112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.09659090909091,15.632765151515148,15.93453282828283,16.042171717171716,16.09532828282828,16.622727272727275,16.004166666666666,16.425189393939394,16.987121212121206,16.14703282828283,15.912058080808078,16.11628787878788,16.230303030303027,16.60486111111111,16.842613636363637,17.314141414141414,16.572411616161617,15.804924242424242,16.626830808080808,17.120138888888892,16.87563131313131,16.854545454545455,17.2530303030303,16.4635101010101,16.827398989898988,16.78080808080808,17.017739898989895,16.521212121212123,16.771401515151513,16.30296717171717,16.211553030303033,17.208901515151517,16.291729797979798,17.364078282828288
Arkansas,34.75,-92.0,2.0365570985714285,2.380560777142857,1.9533054157142857,2.1025184042857146,2.566588424285715,2.363026182857143,2.556562007142857,2.0853829785714284,2.3227414442857146,2.6720740014285713,2.5449547914285717,2.7514640514285715,2.4663833499999996,2.92015536,2.7578770199999996,2.822945474285715,2.8559886085714288,2.8478172614285717,2.73945376,2.758564961428571,2.904314002857143,2.7676352085714284,2.5151548771428573,3.0125054871428576,3.161904072857143,3.174282987142857,2.8808167000000005,2.849295744285714,3.0682091614285714,2.9971643557142853,2.7670319757142865,2.778066622857143,2.98721466,3.0702067585714286,16.10940476190476,16.015833333333333,15.395357142857145,16.03892857142857,15.90285714285714,16.813928571428573,16.528928571428573,15.832380952380952,15.354642857142858,16.94928571428571,16.5777380952381,15.743333333333332,15.439285714285711,16.057380952380953,16.08607142857143,15.610357142857149,15.604761904761904,17.487023809523805,16.913571428571426,16.230833333333333,16.33047619047619,15.990952380952375,15.793214285714283,16.231190476190477,16.718928571428563,16.765476190476193,16.740357142857142,15.621309523809526,15.687142857142856,16.32928571428572,16.655714285714286,17.597857142857144,15.482619047619048,14.93988095238095
California,38.19839857651245,-118.4991103202847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.867734282325028,11.031316725978648,11.769750889679717,11.804211150652431,11.429151838671414,12.582710557532621,12.160735468564651,12.311239620403322,11.914205219454331,11.81379003558719,11.86032028469751,12.586832740213524,11.412010676156582,12.011981020166074,12.343653618030842,12.699051008303677,12.274436536180307,11.170225385527875,11.865421115065244,12.329389086595492,12.448042704626335,12.201334519572953,12.70732502965599,12.228321470937127,12.099139976275207,12.148576512455517,12.37144128113879,12.099199288256228,12.066043890865956,11.616459074733095,11.407799525504151,12.736061684460262,12.213167259786477,13.479478054567023
Colorado,39.0,-105.5,0.0058265580357142865,0.039539395267857144,0.029371695357142857,0.03318369357142857,0.03737385696428571,0.03688880098214285,0.04435803982142857,0.034276581874999996,0.041914706339285714,0.04232311633928571,0.0476986525,0.05179899589285714,0.0505799225,0.055730729017857146,0.049161840267857145,0.05451314687500001,0.055440593839285714,0.059323331339285724,0.055448959464285706,0.047194393125,0.05287187455357143,0.03937620982142858,0.04212152473214286,0.057389264732142856,0.054499893303571426,0.05207563294642857,0.06051335223214286,0.05388540794642858,0.07032326071428571,0.08243163964285714,0.06258748875,0.06680325491071427,0.07267509294642857,0.08394326785714286,8.513541666666667,6.831994047619048,6.955803571428571,6.512574404761905,6.727380952380953,7.879017857142857,7.304017857142858,7.192931547619048,7.233928571428573,7.336904761904762,7.034300595238095,7.1031249999999995,6.318303571428572,7.794940476190476,7.338020833333333,7.412946428571429,6.847693452380952,7.621800595238095,7.851488095238096,8.043154761904761,7.963095238095238,7.572619047619049,8.11547619047619,7.452232142857143,7.987723214285714,7.836979166666667,7.620238095238095,6.9584077380952385,7.080208333333333,7.576041666666667,7.156101190476191,8.771949404761905,7.02797619047619,7.561160714285714
Connecticut,41.625,-72.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.595833333333333,9.31875,10.154166666666669,9.827083333333333,9.68125,9.622916666666665,9.777083333333334,9.55,9.285416666666666,10.922916666666666,10.920833333333333,9.03125,9.489583333333334,9.45625,9.470833333333333,9.3125,9.506250000000001,11.070833333333333,10.704166666666666,9.458333333333332,10.445833333333333,10.533333333333333,9.21875,9.595833333333333,9.914583333333335,10.833333333333334,10.006250000000001,10.072916666666666,9.529166666666667,10.968750000000002,10.629166666666666,11.470833333333331,10.0,9.345833333333333
Delaware,39.25,-75.55,0.86181514,0.82022736,0.69850784,0.7056782800000001,0.9023562399999999,0.86592458,0.76271376,0.73712028,0.9206633999999999,0.89084874,0.94257402,0.9726060400000002,0.82373876,0.97407504,0.8815499600000001,1.0362487200000001,1.0580671,0.9568014000000001,0.93387752,1.00646696,1.1471842799999998,0.95426648,0.8257650200000001,1.1725536399999998,1.11545364,1.0888092,1.0468582999999998,1.01281766,1.1288997,1.1425976800000002,1.0906459400000001,1.0612928,1.1593266,1.3129107999999998,12.421666666666667,12.636666666666667,13.086666666666668,12.908333333333331,13.265,13.199999999999998,13.118333333333334,12.613333333333333,12.581666666666667,14.209999999999999,14.096666666666668,12.434999999999999,12.926666666666666,12.985000000000003,13.12,12.396666666666667,12.938333333333336,14.183333333333334,13.591666666666665,12.583333333333332,13.281666666666666,13.875,12.330000000000002,12.953333333333333,12.99666666666667,13.88,13.216666666666669,13.233333333333334,12.753333333333334,13.436666666666667,13.796666666666667,14.273333333333335,12.873333333333335,12.31
Florida,28.580188679245282,-82.02358490566037,0.31569654150943394,0.4358366339622642,0.407891603773585,0.4251929037735849,0.4856572433962264,0.4662016811320755,0.4986367358490566,0.4167270188679245,0.5038871641509434,0.5276586981132075,0.5042814943396228,0.5239837905660378,0.4906316849056604,0.49918630754716986,0.5526080716981132,0.5670334641509435,0.5836092320754718,0.6039710075471698,0.5356590641509434,0.5725121094339622,0.5267638528301886,0.5350674981132075,0.4793941094339622,0.6012727754716981,0.6074547773584906,0.6435112943396227,0.5951595150943397,0.5508092924528302,0.6006828433962264,0.6640647679245283,0.5583246358490566,0.5318492943396227,0.527655,0.6133841113207547,21.100314465408808,22.342138364779878,21.101886792452827,21.43867924528302,21.88443396226415,22.258018867924527,21.447169811320755,21.223899371069177,21.925157232704397,22.783018867924525,22.399213836477983,21.463679245283025,21.53584905660377,22.219968553459115,21.746226415094345,21.25707547169811,21.96336477987421,22.621069182389935,21.9059748427673,21.4627358490566,21.72327044025157,22.00676100628931,21.741509433962264,21.66745283018868,21.676572327044024,21.94009433962264,22.161792452830184,21.654402515723273,21.854245283018866,20.747012578616353,22.11918238993711,22.156446540880506,22.01572327044025,21.577358490566034
Georgia,33.04838709677419,-83.05645161290323,2.2029948,2.2790370435483878,2.1796193403225805,2.234027206451613,2.5927661483870974,2.4044161612903228,2.6183859274193555,2.174022180645161,2.6162371645161295,2.804763227419355,2.5974845064516128,2.5865785112903232,2.6140742419354845,2.84051925,2.798298748387097,3.023586477419354,3.085998938709678,3.1865375741935487,2.911939441935484,2.932381587096774,2.9608682790322574,2.8300681758064514,2.7254195548387092,3.2130191612903225,3.2225610822580646,3.384240803225807,3.2303094564516126,3.0549948000000002,3.2466470967741934,3.462532427419355,3.08506350483871,3.077041745161291,3.0274191,3.35861235,16.85,17.68844086021505,16.66706989247312,17.419354838709673,17.686155913978492,18.351747311827957,17.351478494623652,16.83266129032258,17.263575268817206,18.649327956989247,17.995967741935488,16.986021505376343,17.3236559139785,17.403629032258063,17.318279569892475,16.8375,17.047446236559143,18.381720430107528,17.677822580645163,17.03534946236559,17.34704301075269,17.60134408602151,17.04744623655914,17.449865591397852,17.387634408602153,17.79059139784946,17.94596774193549,17.243817204301077,17.15981182795699,17.00403225806452,17.974865591397844,18.336424731182795,17.160618279569892,17.051209677419354
Idaho,45.5,-114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.118551587301588,4.162103174603175,5.198065476190477,4.390525793650793,3.531746031746031,5.800396825396825,6.091121031746032,5.909771825396826,4.819196428571429,5.295486111111111,5.27281746031746,6.0247519841269845,3.836011904761905,5.714682539682539,5.157986111111111,4.59280753968254,5.028918650793651,5.814087301587302,5.504662698412699,5.399305555555555,5.742906746031746,4.895486111111111,6.199553571428572,5.734821428571429,5.411111111111111,5.857043650793651,6.1,4.835069444444445,4.919295634920634,5.196676587301587,4.768799603174603,6.22063492063492,5.522371031746032,5.831994047619048
Illinois,39.75,-89.5,1.9368491613636365,2.346992546590909,1.9762725386363635,2.0806166,2.5292041647727275,2.4908060238636365,2.4589554488636365,2.017199997727273,2.385913486363636,2.490351256818182,2.492229327272727,2.7483570534090913,2.4823639454545456,3.0066872875,2.575960665909091,2.727832447727273,2.8388428352272728,2.7959831886363635,2.705707997727272,2.7663529454545457,2.9276086306818185,2.7596003136363634,2.5038727454545455,3.141292667045455,3.0650098193181816,3.1511243079545452,3.045154145454545,2.9202929125,3.039158206818182,3.009751956818182,2.9334103818181814,2.6640000363636362,3.1919923147727274,3.5313494920454542,11.544034090909092,10.956439393939394,11.548958333333333,11.493276515151514,10.80842803030303,12.005113636363633,12.627746212121213,11.545265151515151,10.63125,12.401420454545452,12.451231060606062,11.493371212121211,10.871969696969698,11.488162878787877,11.2875,10.414488636363636,10.850094696969697,13.11344696969697,12.23683712121212,11.459375,12.048200757575756,11.95464015151515,11.15965909090909,11.658238636363636,12.214867424242424,12.426893939393942,12.267613636363638,10.732575757575757,11.04346590909091,11.846401515151513,12.04535984848485,13.468371212121212,10.880113636363635,10.058522727272727
Indiana,40.0,-86.25,1.7997138750000001,2.303762505,1.880450325,1.9765614974999999,2.3578993475,2.403048925,2.2992124425,1.9182687700000003,2.2868389450000004,2.42644953,2.31950778,2.5455350825,2.3633586099999997,2.8175143275,2.4274434175,2.5530937975,2.6100282249999998,2.7438283300000004,2.57811072,2.7563609149999997,2.8639847549999997,2.5766018649999998,2.39965524,2.84504469,2.978317065,3.0404091025,2.8881889675,2.76386678,2.9385183,3.0015342625,2.86599611,2.7464812825,3.12924928,3.2585070524999997,10.779791666666668,10.665416666666665,11.312291666666667,10.99375,10.8025,11.5075,11.950624999999999,10.910625,10.245833333333334,11.941875000000001,12.146458333333333,10.794583333333334,10.523124999999999,10.933125,10.945208333333333,10.114375,10.351041666666665,12.815208333333334,11.880833333333333,10.981458333333332,11.854791666666667,11.778125,10.700208333333332,11.350208333333333,11.678125,11.947916666666668,11.88125,10.609583333333333,10.730833333333333,11.531666666666668,11.691875,12.82375,10.694374999999999,9.702916666666667
